Price,Bedrooms,Bathrooms,SqFt,City,Province,Year_Built,Type,Garage,Lot_Area
431599,4,1,3890,Vancouver,AB,1961,Apartment,0,4268
384721,2,2,3548,Vancouver,ON,2001,House,0,9497
370041,1,3,2704,Toronto,AB,1958,House,1,3346
923589,5,3,2538,Montreal,QC,1977,Condo,0,4470
450065,3,1,1702,Vancouver,QC,1953,Condo,1,6048
844504,1,1,2889,Montreal,ON,1992,Condo,0,3927
509749,5,2,918,Calgary,ON,1969,Apartment,1,7572
815764,1,2,3912,Calgary,ON,1984,Apartment,1,4359
748583,2,1,2148,Toronto,QC,2009,Apartment,1,6529
250311,3,1,2050,Toronto,BC,1995,Condo,0,1129
782845,4,3,2127,Calgary,ON,1953,House,0,8618
265403,3,1,3336,Toronto,BC,1968,House,1,2443
928685,2,2,3391,Vancouver,BC,1964,House,1,8050
963792,1,2,1253,Montreal,AB,1990,Condo,0,3213
926943,4,2,2289,Ottawa,ON,1980,House,0,6255
214245,1,1,3469,Montreal,BC,2012,Apartment,1,5208
505954,3,2,3948,Toronto,ON,1975,House,1,3976
497248,5,2,1819,Calgary,ON,1993,Condo,0,2442
420241,3,3,1498,Calgary,QC,1972,Condo,0,7826
657020,4,1,3852,Vancouver,AB,2022,Apartment,1,7135
868144,3,3,2790,Calgary,ON,2021,Apartment,1,9269
567757,3,2,2744,Ottawa,QC,1964,Apartment,1,6359
286789,2,2,3901,Calgary,AB,2014,House,1,1943
265182,5,2,2814,Calgary,BC,2011,Apartment,0,6722
208101,4,1,2899,Vancouver,AB,1974,Condo,0,6418
280618,3,2,3280,Ottawa,BC,1970,Condo,0,3772
448793,2,3,3995,Montreal,BC,1964,House,0,2714
354263,5,1,1962,Toronto,BC,2006,Condo,1,1668
641586,1,2,1226,Vancouver,BC,1994,Apartment,1,8373
761826,4,2,3112,Toronto,ON,1990,Condo,0,6765
632475,5,3,1733,Calgary,QC,1951,Apartment,1,5900
179922,4,2,1156,Calgary,ON,2014,Apartment,0,9078
585878,5,3,966,Toronto,ON,1981,House,0,4005
108424,3,3,803,Toronto,BC,2020,Condo,1,3363
514092,4,3,1734,Calgary,QC,1985,Apartment,1,6356
512663,1,3,3847,Calgary,ON,1951,Apartment,1,1411
424202,1,2,866,Ottawa,ON,1963,House,0,1383
767202,2,1,2489,Montreal,BC,1982,Condo,0,7055
508164,1,1,2389,Vancouver,ON,1962,House,1,3950
452688,1,3,1023,Toronto,AB,2006,House,0,4154
559744,1,1,3852,Calgary,QC,1983,Condo,0,7760
391464,1,1,2139,Ottawa,ON,2015,Condo,1,6871
124271,4,3,1877,Vancouver,AB,2021,Apartment,0,7899
394697,1,2,2582,Montreal,ON,1968,House,0,1054
989565,1,2,2276,Ottawa,ON,2014,Condo,1,9767
233259,2,2,2082,Ottawa,AB,1993,Condo,0,1378
236227,3,1,2208,Calgary,ON,1991,House,1,7034
110531,4,1,2201,Ottawa,ON,1969,Apartment,1,8841
442226,5,1,2407,Toronto,QC,1955,House,1,5500
881556,3,3,2100,Montreal,ON,1967,Apartment,1,1447
293095,1,2,2315,Ottawa,AB,1996,Apartment,0,9194
473938,3,2,2764,Ottawa,AB,1976,Apartment,1,3946
689781,5,1,1105,Toronto,BC,1989,Apartment,1,3106
666114,2,3,839,Montreal,BC,1995,House,0,3177
347632,5,3,3305,Calgary,BC,1953,House,1,3669
394860,5,1,3664,Ottawa,AB,1953,Apartment,0,9520
911583,1,2,3486,Vancouver,ON,2019,Condo,1,9930
661335,5,3,3157,Toronto,QC,2010,Apartment,0,9764
391102,2,2,2326,Toronto,QC,1993,Condo,1,2962
151270,2,2,2181,Toronto,QC,2009,Apartment,0,8748
401004,5,3,3915,Calgary,ON,2017,Condo,1,6784
529446,4,3,2775,Calgary,ON,1963,Condo,0,5032
809305,1,3,2179,Toronto,ON,2002,House,1,5555
621816,1,2,2520,Ottawa,QC,2003,Apartment,1,5390
979823,2,2,3985,Toronto,ON,2015,Apartment,0,4409
698987,4,1,2686,Vancouver,ON,1985,Apartment,0,3614
978825,1,3,1736,Toronto,ON,2009,Apartment,0,8451
344402,3,3,2579,Ottawa,BC,1985,Apartment,0,7025
169857,5,1,3718,Calgary,AB,2001,House,1,1209
367278,4,1,3753,Toronto,ON,1997,House,1,6005
451139,3,2,1383,Montreal,ON,1982,Condo,1,5648
469086,5,1,3431,Montreal,QC,1974,House,1,2642
990199,4,2,1081,Vancouver,AB,2019,Apartment,0,2346
620375,1,2,1266,Vancouver,ON,1996,House,0,5073
775302,1,1,1389,Montreal,ON,1965,Apartment,0,1572
506260,2,3,1846,Calgary,AB,1998,Apartment,1,2855
388751,4,2,2194,Toronto,ON,2022,Apartment,1,7516
923680,5,2,3782,Montreal,QC,1954,Condo,1,1301
173877,5,3,1338,Calgary,AB,1967,Apartment,1,2445
185888,4,1,2711,Ottawa,ON,1960,House,0,8250
832493,2,3,872,Montreal,QC,2004,Condo,1,4995
651557,1,3,829,Toronto,ON,2012,Condo,1,3409
535552,3,2,1644,Montreal,QC,2014,Condo,0,8287
454909,5,2,1025,Toronto,ON,1993,Condo,0,9468
718540,3,1,2357,Toronto,ON,1964,Condo,1,4865
615125,2,1,1065,Calgary,ON,2015,House,0,3224
347680,2,2,829,Calgary,ON,1988,Condo,1,8908
171964,2,1,2013,Vancouver,ON,1997,Apartment,0,7006
810974,1,3,1536,Calgary,ON,1965,Apartment,0,8214
330408,2,1,3530,Vancouver,QC,1973,Condo,0,8048
545270,1,3,1548,Toronto,AB,1981,Apartment,0,9956
183834,4,3,1861,Montreal,BC,1950,House,1,7034
916084,1,3,2535,Ottawa,BC,2014,House,0,3273
804854,4,2,1885,Toronto,QC,1953,Condo,1,9830
490479,5,2,983,Ottawa,AB,1983,House,0,1008
218375,5,1,2292,Montreal,AB,2006,House,1,6684
969799,4,1,1582,Montreal,BC,2010,Condo,1,1550
597645,1,2,2772,Ottawa,BC,2001,Apartment,0,3468
676526,3,3,2118,Ottawa,BC,1973,Apartment,1,1127
984426,4,3,3673,Ottawa,BC,1967,Apartment,0,6598
886572,4,2,1491,Montreal,BC,1988,Apartment,0,4894
363463,2,1,1548,Vancouver,ON,2001,Apartment,0,7792
461530,1,2,1256,Calgary,AB,1990,Condo,1,1321
645697,5,2,2088,Montreal,ON,2016,House,0,6038
117437,1,2,1703,Calgary,ON,2015,House,0,2554
887756,3,3,3733,Calgary,ON,1976,House,1,9883
980688,3,1,3090,Montreal,ON,1957,House,0,4088
954078,4,3,1569,Montreal,ON,2020,Apartment,0,9062
649579,1,1,2578,Ottawa,QC,1980,Apartment,0,2417
343530,3,3,1686,Toronto,ON,1951,Apartment,1,3368
655260,3,2,3518,Ottawa,BC,1992,Apartment,1,5428
908837,1,3,1647,Vancouver,QC,1986,House,1,9307
482321,5,2,1224,Vancouver,ON,1961,Apartment,0,2559
858526,1,2,981,Vancouver,ON,1959,Condo,1,8265
213338,1,2,3338,Vancouver,AB,1965,House,0,8843
839593,3,2,1605,Montreal,QC,1955,Apartment,0,7196
851937,3,3,1299,Toronto,QC,1951,Apartment,1,8875
716358,2,3,3381,Toronto,BC,2012,Condo,0,8065
462656,1,1,2515,Ottawa,QC,1990,House,1,9681
777098,5,2,1205,Montreal,ON,2014,Apartment,1,4002
197973,5,1,1705,Calgary,AB,1961,Condo,1,9490
606823,3,2,3069,Vancouver,ON,2001,Condo,0,2621
722067,3,2,1741,Calgary,BC,1993,Condo,0,3415
898636,5,1,2471,Vancouver,ON,1980,Condo,1,2148
932462,2,1,3283,Calgary,QC,2000,House,0,5661
340616,4,3,2990,Ottawa,BC,2013,Condo,1,5669
809242,1,2,1676,Calgary,AB,2000,Condo,1,1261
416363,5,1,1565,Ottawa,ON,1981,Condo,0,7278
701057,4,1,2723,Montreal,QC,2008,Apartment,1,5201
264996,2,1,869,Calgary,BC,1985,House,1,1535
299914,2,2,2768,Vancouver,QC,1979,Apartment,1,4535
180730,4,2,1291,Montreal,ON,2018,Apartment,0,2213
446470,4,1,2324,Vancouver,ON,2008,Condo,0,1132
851298,4,3,3037,Vancouver,QC,1951,House,1,8916
762480,3,1,2479,Calgary,QC,1972,Apartment,1,7221
178777,1,3,3015,Toronto,BC,1990,Apartment,1,8282
928180,2,3,1024,Calgary,ON,1994,Condo,0,7410
994852,4,1,2859,Ottawa,BC,1985,House,1,2286
989531,3,2,3366,Vancouver,QC,1980,House,0,9767
573542,5,1,1947,Montreal,ON,1955,House,0,6151
181669,2,1,2552,Toronto,AB,1998,House,0,1136
965520,3,2,3730,Montreal,QC,1960,Apartment,1,3192
926032,3,2,3722,Ottawa,AB,1962,Condo,0,7577
840203,4,2,1878,Calgary,ON,1950,Apartment,1,2956
581062,3,3,2655,Calgary,ON,1970,Apartment,0,3003
821489,1,2,1268,Calgary,ON,2009,Apartment,0,1449
704863,1,2,1424,Vancouver,QC,1995,House,0,4870
405944,5,1,1055,Vancouver,AB,1983,House,0,6887
664536,4,1,979,Montreal,QC,2008,Condo,0,1823
604659,2,1,3886,Calgary,AB,1984,Condo,0,6940
693802,4,1,1807,Toronto,QC,1982,Condo,1,7285
254748,3,3,3563,Vancouver,ON,1980,Apartment,1,3184
148430,4,2,2120,Ottawa,ON,1969,House,1,9270
461079,5,3,3357,Ottawa,BC,1973,Condo,0,2733
654291,1,2,1106,Calgary,ON,1969,Apartment,0,2674
577970,5,1,1762,Calgary,AB,2006,Condo,0,6378
418258,3,3,3602,Ottawa,AB,2001,Apartment,0,9718
272544,5,3,2459,Ottawa,QC,1979,Condo,1,5670
921140,2,2,853,Vancouver,AB,2013,House,0,4368
255953,5,2,3311,Ottawa,QC,1986,Apartment,0,6285
916342,2,1,1063,Calgary,ON,1965,Condo,1,6080
263555,5,2,1543,Vancouver,AB,2004,Apartment,0,3869
353393,3,3,2958,Toronto,AB,1992,Condo,1,7754
660871,1,1,2676,Ottawa,ON,1998,Condo,0,6733
621920,2,2,1043,Toronto,ON,1955,Condo,0,6494
643626,4,1,1961,Calgary,AB,1978,Apartment,1,3292
732697,4,1,1856,Vancouver,QC,1975,Apartment,0,9842
471025,2,3,3452,Calgary,AB,1976,Apartment,0,7575
199272,4,1,3037,Calgary,AB,1970,Condo,1,5051
822401,4,3,3017,Toronto,QC,1978,Condo,1,2940
507462,5,3,3868,Montreal,BC,1969,House,1,2744
877201,5,3,1600,Toronto,ON,1980,House,1,5651
734848,1,3,3467,Toronto,ON,1972,Apartment,1,3170
293915,2,2,1165,Calgary,ON,2019,Condo,1,2868
638316,5,2,2723,Ottawa,QC,1993,Condo,1,9362
552672,1,2,3376,Calgary,AB,2007,Apartment,1,1530
957704,2,2,3699,Calgary,BC,1988,House,1,8302
518513,2,1,1905,Calgary,BC,1975,House,0,6548
249746,2,2,3255,Montreal,BC,1990,Condo,1,7230
441262,1,3,2298,Vancouver,QC,1979,Apartment,1,1843
465532,3,2,3171,Toronto,ON,2018,Condo,0,9980
954330,3,1,3189,Calgary,ON,2011,Apartment,0,4571
760968,4,2,1261,Toronto,BC,1957,House,1,2699
675109,2,3,2739,Toronto,AB,1982,Apartment,1,3417
702997,4,1,3555,Toronto,QC,1962,Apartment,0,2006
655096,4,3,3923,Ottawa,ON,1975,House,0,5827
141046,3,2,2179,Montreal,BC,2003,Condo,1,3482
996098,4,1,1535,Calgary,QC,1967,Apartment,1,3981
352728,4,2,1039,Montreal,AB,2022,House,1,6239
368125,5,1,896,Vancouver,ON,1956,Apartment,1,4036
844275,2,2,2837,Montreal,BC,2021,House,1,9574
993097,1,3,2603,Vancouver,ON,1968,Apartment,0,5006
224104,1,3,1376,Calgary,ON,1981,House,1,3951
693362,5,3,1622,Montreal,BC,1976,Condo,1,6899
814302,1,2,2697,Toronto,ON,1957,Apartment,0,7616
707120,4,2,1754,Ottawa,ON,1987,House,1,5917
296748,4,2,3086,Toronto,ON,1968,Apartment,1,4870
657209,3,2,1364,Montreal,ON,1979,House,1,9480
967234,4,2,2098,Vancouver,ON,1960,Condo,1,8186
736986,3,1,1168,Toronto,AB,1996,Condo,1,3755
665076,4,3,996,Montreal,BC,1953,House,0,3060
624872,4,2,2962,Calgary,BC,2006,House,0,8999
717974,4,2,2468,Calgary,ON,1993,Condo,0,4690
982174,3,3,1715,Toronto,QC,1994,Condo,0,5231
346078,4,1,1017,Ottawa,ON,1955,House,1,6260
498187,3,2,3429,Ottawa,ON,1984,Apartment,1,1829
410178,5,2,2269,Calgary,BC,1999,Apartment,0,3043
947891,5,1,3283,Calgary,QC,1966,House,0,4362
144294,3,3,3419,Vancouver,ON,1982,House,0,8066
466766,2,1,1175,Montreal,ON,1995,House,0,7494
579299,4,1,3279,Ottawa,ON,1977,Condo,1,6736
688968,4,2,2102,Vancouver,AB,2019,Apartment,0,8507
369106,3,3,3637,Montreal,ON,1986,Apartment,1,3405
906870,1,1,1205,Montreal,QC,1981,Condo,0,4588
601705,3,3,2123,Toronto,ON,1964,House,0,2559
562248,2,2,1024,Montreal,BC,1964,Apartment,0,1464
891924,5,1,1308,Vancouver,AB,1951,House,0,4720
756675,5,2,2525,Montreal,AB,1985,House,0,9603
408415,5,1,2643,Vancouver,AB,2000,Condo,0,1449
909546,5,3,1404,Toronto,QC,2014,House,1,7740
119515,3,3,3469,Montreal,AB,2017,Condo,1,6504
364991,2,2,1929,Calgary,AB,1997,House,0,8339
507025,5,1,1855,Ottawa,ON,1955,House,0,6565
468868,1,1,3054,Toronto,QC,2015,Condo,0,9499
310018,5,3,2949,Calgary,ON,1972,House,1,7251
618258,3,1,3144,Calgary,AB,1952,House,0,9667
542553,3,3,3827,Calgary,BC,2016,House,0,5933
895851,4,3,2067,Ottawa,AB,2015,House,0,8911
994469,5,1,3385,Calgary,ON,1981,Apartment,0,1090
431087,3,3,3239,Toronto,AB,1977,Apartment,0,6620
485042,1,2,3792,Montreal,QC,1958,Condo,0,7197
437384,4,1,3540,Ottawa,ON,2020,Condo,0,6501
303814,1,2,1454,Calgary,ON,1968,Apartment,1,8557
629703,4,1,2239,Montreal,BC,1951,Condo,1,8704
323880,4,1,823,Ottawa,ON,1992,House,0,7173
563399,2,1,846,Ottawa,BC,1968,House,0,2782
124854,1,2,3885,Toronto,ON,1980,Condo,1,5977
504260,3,3,2224,Calgary,BC,1975,Apartment,1,7988
601549,2,1,1853,Vancouver,AB,1997,Apartment,0,7383
569358,1,3,1013,Ottawa,BC,1962,House,1,1678
175671,2,3,2874,Vancouver,QC,1984,Condo,0,2071
417724,1,1,1767,Vancouver,BC,1970,Apartment,0,7681
449367,5,3,1104,Ottawa,ON,1990,Condo,0,8347
513523,1,2,3107,Toronto,BC,1965,House,0,4519
533963,2,1,2002,Toronto,ON,1997,House,1,4801
468328,1,1,2186,Toronto,AB,2018,Condo,0,2720
242416,5,3,2209,Vancouver,ON,1957,House,1,9296
988312,4,3,1250,Toronto,ON,2010,Condo,1,5708
753757,4,3,3592,Calgary,ON,1998,Apartment,1,5426
397584,5,3,3393,Toronto,QC,1988,Condo,1,7699
387493,3,2,3008,Toronto,AB,1979,Condo,0,5612
287273,5,1,3241,Montreal,AB,1989,Apartment,1,3419
471450,3,3,1234,Montreal,BC,2019,Apartment,1,1205
591148,5,2,3306,Vancouver,BC,1980,Apartment,1,1417
438980,2,2,3849,Vancouver,ON,1994,Condo,1,2575
108908,5,1,2789,Montreal,AB,1979,Condo,1,9143
140307,1,3,3022,Montreal,BC,1991,House,1,7113
757908,3,2,2987,Calgary,ON,1952,Condo,1,4268
460906,2,3,3493,Montreal,ON,2004,Condo,0,2692
934059,4,2,2075,Toronto,QC,1980,House,1,1115
756507,2,3,3387,Toronto,AB,2018,Condo,0,2717
948555,2,1,1974,Toronto,ON,1967,Condo,0,2186
583706,3,2,2354,Calgary,ON,1974,House,0,7210
761115,1,3,3441,Toronto,AB,1966,House,0,5305
596588,2,2,3351,Montreal,ON,1985,House,1,1720
138097,5,2,1014,Vancouver,AB,1988,Apartment,0,6025
828890,5,3,3682,Calgary,AB,1950,Apartment,0,8308
274662,4,3,1954,Toronto,QC,1995,Condo,1,6028
659628,3,1,3435,Ottawa,AB,1983,House,0,1962
325400,5,1,1837,Toronto,ON,1972,House,0,1753
434694,3,2,1669,Vancouver,QC,2022,House,1,1931
669187,2,2,1728,Vancouver,BC,1959,House,0,2347
397917,1,2,1757,Toronto,ON,1997,Apartment,0,6379
977063,5,3,3650,Ottawa,BC,2020,Apartment,0,2334
451608,1,2,1772,Calgary,QC,1961,Condo,0,8898
374213,3,2,1250,Calgary,AB,1960,House,1,2305
252368,1,3,3880,Toronto,ON,1990,Apartment,1,8596
164008,1,1,1161,Montreal,AB,1994,Apartment,1,6857
257912,2,2,2165,Vancouver,BC,2002,House,0,2617
790848,4,2,1164,Ottawa,AB,1984,Apartment,0,2015
683608,1,1,840,Montreal,ON,1969,Apartment,0,5265
819024,3,1,1354,Montreal,AB,1998,House,1,4902
271921,1,2,2163,Vancouver,ON,1962,Apartment,1,1801
264181,4,2,1631,Vancouver,ON,1980,House,1,4997
251478,5,3,832,Ottawa,QC,1982,Apartment,1,5386
685446,2,1,3404,Montreal,BC,1962,Condo,1,9752
532943,5,1,1297,Toronto,QC,1986,House,0,8147
899205,2,3,905,Toronto,AB,1962,House,1,5801
366951,2,1,1188,Calgary,AB,1981,Apartment,1,4981
730135,2,2,2363,Vancouver,AB,1960,Condo,1,9023
891424,3,1,2059,Montreal,ON,1986,Condo,0,1118
249320,4,2,3306,Toronto,AB,1960,House,0,1905
542243,1,1,2865,Montreal,AB,1996,Condo,1,8628
654387,4,2,3773,Ottawa,BC,1985,Apartment,1,2735
443934,5,1,1275,Ottawa,AB,1980,Condo,1,8519
248479,1,3,1457,Ottawa,BC,1972,Apartment,1,7724
216219,3,2,3151,Montreal,BC,1997,House,1,8755
514696,1,2,2257,Calgary,QC,1987,Apartment,1,7803
477470,5,3,3300,Toronto,BC,1951,Condo,1,4007
231145,3,1,1889,Toronto,ON,1999,Condo,0,4317
902891,1,1,3268,Montreal,ON,1991,Apartment,0,4601
749713,5,2,1990,Vancouver,QC,1976,Apartment,1,6544
354747,4,3,2714,Toronto,BC,1990,Condo,0,2181
547706,5,2,1848,Toronto,QC,2012,Apartment,1,7407
777333,1,3,2369,Ottawa,QC,1962,Condo,0,5365
318344,4,1,3800,Ottawa,BC,1975,House,1,7339
807035,4,1,2882,Toronto,AB,2000,House,0,3755
143050,3,1,3641,Vancouver,ON,1979,Apartment,0,9935
314334,1,1,2502,Montreal,QC,1970,Apartment,1,5272
975724,5,1,1654,Vancouver,ON,1959,House,1,2805
173085,1,1,3600,Calgary,ON,1971,House,1,9935
139647,5,1,1093,Calgary,AB,1981,Apartment,0,7063
371346,4,2,2275,Ottawa,BC,1981,Apartment,1,1495
477693,1,3,3713,Montreal,ON,1983,Condo,1,1356
566077,4,1,3491,Vancouver,AB,1992,House,1,2868
139658,2,1,3869,Toronto,BC,1954,House,1,3360
521141,1,2,839,Vancouver,ON,1983,House,1,8613
870402,3,3,1695,Montreal,AB,1985,Apartment,1,6176
652484,2,3,2613,Toronto,ON,1954,House,0,7886
833986,5,1,1887,Ottawa,QC,1999,Apartment,0,9602
440734,2,3,1805,Toronto,QC,1981,House,0,3779
341835,4,3,3980,Ottawa,BC,1990,Apartment,0,4794
238220,1,1,2487,Toronto,ON,2021,House,0,1317
801927,3,3,1966,Calgary,BC,2008,Apartment,1,4923
481437,5,2,3138,Vancouver,QC,1961,House,1,6048
597203,2,2,2200,Ottawa,BC,1980,Condo,1,5087
556380,4,2,2330,Vancouver,ON,1959,Apartment,1,9548
978546,3,2,997,Vancouver,QC,2019,House,1,1413
403863,4,1,830,Ottawa,AB,1997,Apartment,1,3205
482966,5,1,2133,Calgary,ON,1975,Apartment,1,8655
377570,3,1,2810,Vancouver,ON,1978,Condo,0,4728
896146,4,3,1364,Ottawa,QC,2001,House,0,5875
926304,4,1,1967,Toronto,BC,2010,House,0,1711
506253,4,2,1226,Toronto,ON,1980,House,0,6878
155769,5,2,1153,Ottawa,ON,2013,House,1,5400
955930,4,3,1246,Calgary,QC,1966,Apartment,1,7566
381768,3,1,3331,Calgary,BC,1970,Condo,1,4772
278390,5,1,3207,Calgary,ON,1995,Apartment,1,8346
258801,3,1,2316,Ottawa,QC,1984,House,0,6960
757470,3,1,3964,Montreal,ON,1964,House,0,5349
504839,2,3,3332,Vancouver,AB,1973,Condo,1,1677
999346,4,3,2432,Montreal,BC,2013,House,0,6837
283189,3,2,3125,Toronto,AB,1983,Condo,0,1158
724119,2,1,978,Toronto,ON,1996,Condo,0,3244
510862,1,1,2040,Calgary,QC,1971,House,0,3676
868452,1,2,1508,Montreal,BC,2020,House,1,2377
932222,1,2,2664,Vancouver,QC,1985,Condo,1,3333
914030,2,2,1781,Calgary,ON,1985,House,1,5921
738616,4,1,840,Ottawa,ON,2004,Condo,0,3592
666703,5,3,2121,Calgary,AB,1986,Condo,1,5609
818532,3,3,1536,Vancouver,QC,1985,Apartment,1,1560
450731,1,2,3235,Montreal,QC,2003,Condo,0,5964
431882,3,2,1407,Montreal,QC,1995,Condo,0,4353
733070,4,1,2356,Vancouver,ON,1965,Condo,0,6324
408761,5,1,2044,Vancouver,ON,1976,Apartment,1,4051
350422,4,1,3188,Montreal,ON,1977,House,1,8554
406215,2,2,1822,Vancouver,ON,1971,Apartment,1,2366
481802,3,1,2925,Ottawa,ON,2007,House,1,8261
855097,4,2,1914,Vancouver,BC,1985,House,1,9376
600195,5,1,2062,Toronto,BC,1963,House,0,7865
495005,4,3,2305,Montreal,QC,1973,House,0,7933
321383,5,3,1834,Calgary,AB,1959,House,1,1219
833271,2,1,2221,Calgary,BC,1973,House,0,5575
937631,3,1,1522,Toronto,ON,2015,Condo,1,5338
312752,4,2,2656,Toronto,ON,1997,Apartment,0,8260
942486,5,2,1956,Calgary,QC,1994,House,0,4306
421141,3,3,903,Montreal,AB,1962,Condo,0,3181
842584,4,1,3202,Calgary,QC,2012,Condo,0,3610
383433,5,3,1737,Toronto,AB,2010,Condo,0,8388
182343,1,2,1601,Montreal,AB,1959,Apartment,0,2754
821251,3,1,3916,Toronto,BC,1988,Condo,0,6614
245329,3,3,3156,Calgary,ON,1980,Apartment,0,6508
563394,4,2,2972,Toronto,BC,1983,House,0,8884
484278,3,3,2938,Calgary,ON,1992,Condo,0,3434
481592,5,2,3973,Toronto,BC,2009,Apartment,1,8368
373163,4,1,2584,Ottawa,ON,2022,House,1,5595
172770,2,1,1367,Ottawa,ON,2013,Apartment,0,2078
332102,2,3,3410,Vancouver,AB,2010,Condo,1,2413
540329,2,2,3800,Toronto,ON,1964,Condo,0,9451
369024,1,1,2953,Toronto,ON,2000,Condo,0,5198
939709,5,1,3571,Calgary,BC,1976,Condo,0,2833
411067,5,3,2829,Vancouver,ON,1952,House,1,5540
291074,5,3,3628,Vancouver,AB,1962,Condo,1,6746
205489,3,2,1822,Montreal,QC,2002,House,0,9500
226709,1,1,1778,Toronto,AB,1974,Condo,0,1310
812456,4,2,1658,Calgary,BC,2013,House,0,7924
434348,5,2,1964,Toronto,ON,1969,Condo,1,5057
859373,4,3,1249,Toronto,AB,1969,House,1,9080
856508,3,2,2563,Calgary,ON,1985,Condo,1,6598
291967,1,3,3510,Calgary,ON,1975,Condo,0,1861
669591,5,1,2378,Ottawa,ON,2002,Apartment,0,9790
542670,1,1,2835,Montreal,QC,1981,House,0,8533
458232,1,2,3334,Toronto,ON,1991,House,0,6285
821751,2,3,3302,Vancouver,AB,1964,Condo,0,1777
778882,1,2,1747,Vancouver,ON,1952,House,1,8031
913144,4,3,1187,Montreal,BC,1977,Apartment,0,9490
467531,3,3,3394,Toronto,ON,1977,Apartment,0,6341
653296,4,2,3318,Ottawa,ON,1992,Condo,1,1645
140899,3,1,3173,Vancouver,ON,1973,Apartment,0,3685
135388,5,2,1396,Vancouver,ON,2012,House,1,8934
258027,4,1,3243,Toronto,ON,1954,Apartment,1,7849
866432,2,3,858,Ottawa,QC,1955,House,1,1154
487057,3,1,3718,Vancouver,BC,1987,House,0,7696
759155,1,3,2161,Toronto,ON,1981,Condo,1,8653
424479,4,1,3717,Calgary,ON,1983,Apartment,1,4857
584729,5,3,2938,Montreal,ON,1954,House,1,1531
455423,3,1,956,Ottawa,ON,2008,Apartment,1,9544
759783,2,3,3486,Calgary,QC,1974,House,0,9886
923641,2,2,3295,Ottawa,ON,1961,Condo,0,8863
361114,5,3,2153,Vancouver,BC,1994,Condo,0,6656
708766,2,1,1213,Toronto,ON,1978,House,1,7095
985610,4,2,3465,Ottawa,ON,2012,Condo,1,7827
682307,5,2,1732,Vancouver,QC,1975,Apartment,0,8587
655699,4,3,3552,Vancouver,QC,2011,Condo,0,6934
387168,5,3,2675,Montreal,ON,1997,Condo,0,5555
989748,1,2,3845,Calgary,ON,1994,Condo,1,7740
376915,4,1,1044,Ottawa,QC,1981,Apartment,0,1358
341655,2,3,3999,Vancouver,AB,1959,Apartment,1,9958
155081,2,1,3797,Toronto,QC,1984,Apartment,0,6856
817371,1,3,3446,Vancouver,ON,1965,Condo,1,3684
504248,4,2,2839,Toronto,AB,1991,Apartment,1,4543
951577,4,3,2522,Calgary,QC,1977,Condo,1,5512
530785,4,2,1177,Ottawa,QC,1953,Condo,0,3737
744513,3,1,1082,Toronto,QC,2016,House,0,9035
306651,3,1,3866,Vancouver,ON,2017,Apartment,0,2232
366343,4,3,1824,Montreal,AB,2006,House,1,8578
932485,3,2,3904,Calgary,BC,2007,Condo,0,3452
952635,3,1,3497,Calgary,BC,1976,Condo,1,7687
165495,5,2,2323,Ottawa,ON,1987,Condo,1,6171
283342,3,1,3181,Ottawa,BC,1984,Apartment,0,7590
696192,2,1,1249,Calgary,ON,1994,Condo,0,3091
441058,4,2,2335,Ottawa,QC,1953,Apartment,1,6464
866301,5,3,2637,Toronto,AB,1969,Condo,1,6413
131238,5,2,2077,Montreal,QC,1974,Condo,1,1394
119711,4,1,1254,Vancouver,BC,1966,Condo,0,2014
775814,5,3,3254,Montreal,AB,1957,Condo,1,3466
751060,1,3,3339,Calgary,ON,1987,Apartment,0,2277
293400,1,1,1302,Calgary,QC,1999,Apartment,1,9353
163487,5,3,2423,Toronto,ON,1961,Apartment,0,4100
103820,1,3,2504,Montreal,ON,1973,House,0,3689
864161,5,3,2329,Vancouver,QC,2021,House,0,6111
739792,3,1,1376,Calgary,ON,1990,House,0,9571
278658,2,3,1569,Vancouver,ON,1972,Condo,0,7803
305151,1,1,3058,Toronto,AB,2010,Condo,0,5395
794999,4,3,3382,Toronto,QC,1981,Condo,1,3729
464247,3,1,1706,Calgary,ON,1968,Apartment,1,7232
857867,1,1,1129,Ottawa,ON,1957,Condo,1,7024
511921,2,1,1871,Ottawa,ON,1966,House,0,5926
561156,2,1,3230,Montreal,QC,1954,Apartment,1,6642
325441,4,3,2754,Toronto,ON,1977,House,1,4289
484361,4,3,3147,Toronto,AB,1998,House,0,1886
688451,1,3,3363,Ottawa,ON,1983,Apartment,0,2834
524821,5,1,2438,Vancouver,AB,1980,House,1,7854
465320,3,3,2777,Calgary,ON,1952,Apartment,0,9703
841211,5,1,1580,Ottawa,QC,1964,Apartment,0,5346
759272,1,1,2147,Ottawa,QC,1957,House,0,6990
579307,1,1,986,Ottawa,BC,2019,Condo,0,2990
619858,5,1,1927,Calgary,BC,1981,House,1,8852
493467,1,1,3174,Toronto,AB,1950,House,1,1031
335514,4,1,1390,Vancouver,AB,2002,House,1,3049
282088,1,2,3662,Ottawa,AB,2004,House,0,9287
506635,2,3,3040,Toronto,ON,1960,House,0,6882
480581,2,3,2555,Vancouver,BC,1966,House,0,8984
620442,4,2,1603,Vancouver,ON,1973,House,0,8780
231132,2,2,2849,Vancouver,AB,2003,Apartment,0,7045
